Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Type,Size,sales_lag_1,sales_lag_2,sales_lag_4,sales_lag_8,sales_roll_mean_4,sales_roll_std_4,sales_roll_mean_8,sales_roll_std_8,week_of_year,year
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,A,151315,1492418.14,1422711.6,1542561.09,1494251.5,1490243.7225,49908.15900252272,1487810.3900000001,70433.06430789045,27,2010
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,A,151315,1546074.18,1492418.14,1503284.06,1399662.07,1491121.9949999999,51151.15051575243,1494288.225,73429.45924143816,28,2010
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,A,151315,1448938.92,1546074.18,1422711.6,1432069.95,1477535.71,53982.92331296985,1500447.83125,66054.22302071113,29,2010
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,A,151315,1385065.2,1448938.92,1492418.14,1615524.71,1468124.1099999999,68149.99963895802,1494572.2374999998,74549.65630533305,30,2010
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,A,151315,1371986.6,1385065.2,1546074.18,1542561.09,1438016.225,79497.4828344398,1464129.9737500001,67493.32805790578,31,2010
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,A,151315,1605491.78,1371986.6,1448938.92,1503284.06,1452870.625,107157.94638036602,1471996.31,80377.79688835685,32,2010
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,A,151315,1508237.76,1605491.78,1385065.2,1422711.6,1467695.335,110482.9544091712,1472615.5225,80671.80746125482,33,2010
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,A,151315,1513080.49,1508237.76,1371986.6,1492418.14,1499699.1575,96184.79455497244,1483911.63375,78995.27898404656,34,2010
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,A,151315,1449142.92,1513080.49,1605491.78,1546074.18,1518988.2374999998,64579.938806430226,1478502.23125,79807.07848695731,35,2010
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,A,151315,1540163.53,1449142.92,1508237.76,1448938.92,1502656.175,38341.842131551464,1477763.4,79116.52253760172,36,2010
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,A,151315,1507460.69,1540163.53,1513080.49,1385065.2,1502461.9074999997,38306.08693123161,1485078.62125,78775.40194364697,37,2010
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,A,151315,1430378.67,1507460.69,1449142.92,1371986.6,1481786.4525000001,50909.75664281918,1490742.805,71884.51460092509,38,2010
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,A,151315,1351791.03,1430378.67,1540163.53,1605491.78,1457448.48,84141.29386439837,1488218.35875,76834.94461187546,39,2010
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,A,151315,1453329.5,1351791.03,1507460.69,1508237.76,1435739.9725,64625.64327920404,1469198.07375,60822.068593465265,40,2010
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,A,151315,1508239.93,1453329.5,1430378.67,1513080.49,1435934.7824999997,64914.43604929847,1469198.345,60822.267576787046,41,2010
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,A,151315,1459409.1,1508239.93,1351791.03,1449142.92,1443192.39,65704.22044353343,1462489.4212500001,58193.69999907747,42,2010
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,A,151315,1345454.0,1459409.1,1453329.5,1540163.53,1441608.1325,68652.94005579711,1449528.30625,71594.87586640465,43,2010
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,A,151315,1384209.22,1345454.0,1508239.93,1507460.69,1424328.0625,73263.26946523674,1430034.0174999998,64245.51640348866,44,2010
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,A,151315,1551659.28,1384209.22,1459409.1,1430378.67,1435182.9,90927.16391393862,1435558.84125,73139.81726771157,45,2010
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,A,151315,1494479.49,1551659.28,1345454.0,1351791.03,1443950.4975,95611.96084137318,1443571.4437499999,75948.50170067046,46,2010
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,A,151315,1483784.18,1494479.49,1384209.22,1453329.5,1478533.0425,69585.18456978216,1460070.5875,66967.87100304443,47,2010
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,A,151315,1955624.11,1483784.18,1551659.28,1508239.93,1621386.765,224808.4019809472,1522857.41375,187229.13281548012,48,2010
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,A,151315,1548033.78,1955624.11,1494479.49,1459409.1,1620480.39,225190.21958121238,1527831.645,187313.89697434232,49,2010
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,A,151315,1682614.26,1548033.78,1483784.18,1345454.0,1667514.0825,209179.04855628058,1555732.2899999998,192225.28349704487,50,2010
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,A,151315,1891034.93,1682614.26,1955624.11,1384209.22,1769326.77,187979.80557788638,1623929.90625,203419.86823767197,51,2010
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,A,151315,2387950.2,1891034.93,1548033.78,1551659.28,1877408.2925,368452.17199591256,1749397.52875,313956.6637602051,52,2010
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,A,151315,1367320.01,2387950.2,1682614.26,1494479.49,1832229.85,428489.2565505779,1726355.1199999999,336498.07928628067,1,2011
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,A,151315,1444732.28,1367320.01,1891034.93,1483784.18,1772759.355,470613.6815621626,1720136.71875,341812.9124143818,2,2011
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,A,151315,1391013.96,1444732.28,2387950.2,1955624.11,1647754.1125000003,494525.666395813,1708540.4412500001,352386.9521241016,3,2011
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,A,151315,1327405.42,1391013.96,1367320.01,1548033.78,1382617.9175,49027.656863276796,1630013.105,359387.8074375348,4,2011
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,A,151315,1316899.31,1327405.42,1444732.28,1682614.26,1370012.7425,59611.18760559322,1601121.2962500001,375834.10453709186,5,2011
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,A,151315,1606629.58,1316899.31,1391013.96,1891034.93,1410487.0675,134799.00547446244,1591623.2112500002,374437.94985325437,6,2011
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,A,151315,1649614.93,1606629.58,1327405.42,2387950.2,1475137.31,177573.11444171303,1561445.7112500002,356141.3559852138,7,2011
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,A,151315,1686842.78,1649614.93,1316899.31,1367320.01,1564996.65,168614.2774516193,1473807.28375,150725.607470149,8,2011
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,A,151315,1456800.28,1686842.78,1606629.58,1444732.28,1599971.8924999998,100918.14784923608,1484992.3175000001,144902.09507341453,9,2011
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,A,151315,1636263.41,1456800.28,1649614.93,1391013.96,1607380.35,102642.7886173674,1508933.7087500002,152901.86917637815,10,2011
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,A,151315,1553191.63,1636263.41,1686842.78,1327405.42,1583274.525,100722.259369,1529205.9175,145611.4536559987,11,2011
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,A,151315,1576818.06,1553191.63,1456800.28,1316899.31,1555768.3450000002,74663.38536161272,1560382.4975,120822.4850460455,12,2011
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,A,151315,1541102.38,1576818.06,1636263.41,1606629.58,1576843.87,42298.79810902612,1588407.8812499999,72693.87231975814,13,2011
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,A,151315,1495064.75,1541102.38,1553191.63,1649614.93,1541544.205,34353.27399302004,1574462.2774999999,79116.42816985592,14,2011
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,A,151315,1614259.35,1495064.75,1576818.06,1686842.78,1556811.135,50859.137162884435,1570042.83,75209.70503164966,15,2011
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,A,151315,1559889.0,1614259.35,1541102.38,1456800.28,1552578.87,49320.392792910694,1554173.6075,58604.86605621027,16,2011
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,A,151315,1564819.81,1559889.0,1495064.75,1636263.41,1558508.2275,48904.68656360464,1567676.0487499998,43449.41498839391,17,2011
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,A,151315,1455090.69,1564819.81,1614259.35,1553191.63,1548514.7125,66946.83452985478,1545029.4587500002,49401.06160287719,18,2011
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,A,151315,1629391.28,1455090.69,1559889.0,1576818.06,1552297.695,72127.32710260303,1554554.415,57827.02250805078,19,2011
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,A,151315,1604775.58,1629391.28,1564819.81,1541102.38,1563519.34,77027.38296939983,1558049.105,60162.33323829398,20,2011
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,A,151315,1428218.27,1604775.58,1455090.69,1495064.75,1529368.955,102370.80690586701,1543938.59125,75887.647994527,21,2011
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,A,151315,1466046.67,1428218.27,1629391.28,1614259.35,1532107.95,99836.18093564716,1540311.33125,79179.53265803501,22,2011
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,A,151315,1635078.41,1466046.67,1604775.58,1559889.0,1533529.7325,101706.39531884459,1542913.71375,82240.15297022472,23,2011
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,A,151315,1588948.32,1635078.41,1428218.27,1564819.81,1529572.9175,98260.19211085142,1546546.1287500001,83725.37458298415,24,2011
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,A,151315,1532114.86,1588948.32,1466046.67,1455090.69,1555547.065,73030.28506357533,1542458.01,83503.80728310907,25,2011
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,A,151315,1438830.15,1532114.86,1635078.41,1629391.28,1548742.935,84513.5105789499,1540425.4425000001,86092.00637729971,26,2011
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,A,151315,1488538.09,1438830.15,1588948.32,1604775.58,1512107.855,63848.500850862445,1522818.79375,79444.73317094526,27,2011
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,A,151315,1534849.64,1488538.09,1532114.86,1428218.27,1498583.185,45132.98170164172,1514078.05125,72699.85381560391,28,2011
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,A,151315,1455119.97,1534849.64,1438830.15,1466046.67,1479334.4625000001,42401.189724443655,1517440.76375,68671.65337333655,29,2011
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,A,151315,1396926.82,1455119.97,1488538.09,1635078.41,1468858.63,58037.43221744261,1508800.7825,79548.39981957551,30,2011
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,A,151315,1352219.79,1396926.82,1534849.64,1588948.32,1434779.0550000002,78902.25754504606,1473443.455,78254.23634237997,31,2011
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,A,151315,1624383.75,1352219.79,1455119.97,1532114.86,1457162.5825,119175.5398666774,1477872.88375,86313.97721798814,32,2011
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,A,151315,1525147.09,1624383.75,1396926.82,1438830.15,1474669.3625,123828.10601510033,1477001.9125,85721.56630129149,33,2011
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,A,151315,1530761.43,1525147.09,1352219.79,1488538.09,1508128.0150000001,113467.60320528776,1488493.3225,86034.78594083624,34,2011
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,A,151315,1464693.46,1530761.43,1624383.75,1534849.64,1536246.4324999999,65932.52931605662,1485512.74375,86445.0704176678,35,2011
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,A,151315,1550229.22,1464693.46,1525147.09,1455119.97,1517707.8,36940.958732966385,1487435.19125,87858.47217308424,36,2011
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,A,151315,1540471.24,1550229.22,1530761.43,1396926.82,1521538.8375,38721.342383566014,1498104.1,88553.23012529947,37,2011
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,A,151315,1514259.78,1540471.24,1464693.46,1352219.79,1517413.425,38287.85456008505,1512770.72,78553.90144865826,38,2011
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,A,151315,1380020.27,1514259.78,1550229.22,1624383.75,1496245.1275,78957.74497687885,1516245.78,70654.57274145959,39,2011
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,A,151315,1394561.83,1380020.27,1540471.24,1525147.09,1457328.28,81792.63036397507,1487518.04,67034.51063526703,40,2011
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,A,151315,1630989.95,1394561.83,1514259.78,1530761.43,1479957.9575,117285.00580521044,1500748.3975,83856.41128167605,41,2011
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,A,151315,1493525.93,1630989.95,1380020.27,1464693.46,1474774.4949999999,115711.30667479933,1496093.96,82981.37105975955,42,2011
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,A,151315,1502562.78,1493525.93,1394561.83,1550229.22,1505410.1225,96965.59255011339,1500827.625,82008.666055996,43,2011
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,A,151315,1445249.09,1502562.78,1630989.95,1540471.24,1518081.9375,79365.57758354135,1487705.1087500001,81371.10900097263,44,2011
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,A,151315,1697229.58,1445249.09,1493525.93,1514259.78,1534641.845,111273.5684345579,1507299.90125,109800.72466641726,45,2011
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,A,151315,1594938.89,1697229.58,1502562.78,1380020.27,1559995.085,110332.05812747712,1517384.79,114150.21841478477,46,2011
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,A,151315,1539483.7,1594938.89,1445249.09,1394561.83,1569225.315,105358.03691148979,1537317.71875,99751.60852905622,47,2011
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,A,151315,2033320.66,1539483.7,1697229.58,1630989.95,1716243.2075,221252.7136182967,1617162.5724999998,186811.88109276287,48,2011
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,A,151315,1584083.95,2033320.66,1594938.89,1493525.93,1687956.8,231489.63818826282,1611299.3225,187051.8376262069,49,2011
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,A,151315,1799682.38,1584083.95,1539483.7,1502562.78,1739142.6725,226651.46314464236,1649568.87875,190795.27644755773,50,2011
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,A,151315,1881176.67,1799682.38,2033320.66,1445249.09,1824565.915,187291.29446403368,1696895.615,196007.5358566939,51,2011
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,A,151315,2270188.99,1881176.67,1584083.95,1697229.58,1883782.9975,286477.93220376415,1800013.1025,253322.56941809691,52,2011
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,A,151315,1497462.72,2270188.99,1799682.38,1594938.89,1862127.69,318201.6369551573,1775042.2449999999,273910.8825082691,1,2012
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,A,151315,1550369.92,1497462.72,1881176.67,1539483.7,1799799.575,356609.57176319556,1769471.12375,278511.94816586125,2,2012
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,A,151315,1459601.17,1550369.92,2270188.99,2033320.66,1694405.7,385656.3269904229,1759485.8074999999,289163.7839719828,3,2012
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,A,151315,1394393.84,1459601.17,1497462.72,1584083.95,1475456.9125,65622.25371977451,1679619.955,290956.0695490151,4,2012
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,A,151315,1319325.59,1394393.84,1550369.92,1799682.38,1430922.6300000001,98112.80171398,1646525.16,317245.01986466825,5,2012
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,A,151315,1636339.65,1319325.59,1459601.17,1881176.67,1452415.0625,135350.36507618325,1626107.31875,311178.02048893546,6,2012
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,A,151315,1802477.43,1636339.65,1394393.84,2270188.99,1538134.1275,222156.21572786308,1616269.91375,303101.625801846,7,2012
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,A,151315,1819870.0,1802477.43,1319325.59,1497462.72,1644503.1675,232031.96150547982,1559980.04,181890.31494246458,8,2012
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,A,151315,1539387.83,1819870.0,1636339.65,1550369.92,1699518.7275,135053.59847206002,1565220.67875,180429.85029634106,9,2012
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,A,151315,1688420.76,1539387.83,1802477.43,1459601.17,1712539.0050000001,129321.15310977964,1582477.03375,185341.37493022665,10,2012
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,A,151315,1675431.16,1688420.76,1819870.0,1394393.84,1680777.4375,114636.7671005024,1609455.7825,180546.45047302332,11,2012
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,A,151315,1677472.78,1675431.16,1539387.83,1319325.59,1645178.1324999998,70757.10297962656,1644840.6500000001,158806.75925789092,12,2012
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,A,151315,1511068.07,1677472.78,1688420.76,1636339.65,1638098.1925,84878.58274285388,1668808.46,109463.95952578573,13,2012
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,A,151315,1649604.63,1511068.07,1675431.16,1802477.43,1628394.16,79239.059691568,1670466.5825,109001.36142497929,14,2012
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,A,151315,1899676.88,1649604.63,1677472.78,1819870.0,1684455.59,160879.6494375326,1682616.51375,129338.2097640717,15,2012
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,A,151315,1621031.7,1899676.88,1511068.07,1539387.83,1670345.32,164138.3726400529,1657761.72625,117783.5142710723,16,2012
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,A,151315,1521577.87,1621031.7,1649604.63,1688420.76,1672972.77,160788.79931627135,1655535.48125,120478.04049678928,17,2012
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,A,151315,1468928.37,1521577.87,1899676.88,1675431.16,1627803.705,191908.1233551689,1628098.9325,135921.9137413295,18,2012
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,A,151315,1684519.99,1468928.37,1621031.7,1677472.78,1574014.4825,96978.99308632269,1629235.0362500001,136411.16238427244,19,2012
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,A,151315,1611096.05,1684519.99,1521577.87,1511068.07,1571530.57,95489.12664398883,1620937.9449999998,135070.05889833556,20,2012
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,A,151315,1595901.87,1611096.05,1468928.37,1649604.63,1590111.57,89577.14311157566,1631542.17,128376.26871910765,21,2012
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,A,151315,1555444.55,1595901.87,1684519.99,1899676.88,1611740.615,53905.366668781426,1619772.1600000001,130777.67110465211,22,2012
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,A,151315,1624477.58,1555444.55,1611096.05,1621031.7,1596730.0125000002,29896.966231018472,1585372.2475,67536.49984154939,23,2012
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,A,151315,1697230.96,1624477.58,1595901.87,1521577.87,1618263.74,59779.420941282624,1594897.155,77867.31918776277,24,2012
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,A,151315,1630607.0,1697230.96,1555444.55,1468928.37,1626940.0225,57942.295517973784,1608525.7962500001,72562.08411803104,25,2012
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,A,151315,1527845.81,1630607.0,1624477.58,1684519.99,1620040.3375,69736.56759614874,1615890.47625,57872.64717157861,26,2012
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,A,151315,1540421.49,1527845.81,1697230.96,1611096.05,1599026.315,79880.49776589034,1597878.16375,55850.19957731636,27,2012
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,A,151315,1769854.16,1540421.49,1630607.0,1595901.87,1617182.115,111597.71473643935,1617722.9275000002,82881.34990342494,28,2012
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,A,151315,1527014.04,1769854.16,1527845.81,1555444.55,1591283.875,119204.76594882054,1609111.94875,88836.9125448454,29,2012
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,A,151315,1497954.76,1527014.04,1540421.49,1624477.58,1583811.1124999998,125288.86033609518,1601925.7249999999,95847.0326252311,30,2012
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,A,151315,1439123.71,1497954.76,1769854.16,1697230.96,1558486.6675,145577.4371439765,1578756.49125,110846.08274865858,31,2012
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,A,151315,1631135.79,1439123.71,1527014.04,1630607.0,1523807.075,80352.0424686347,1570494.595,102934.99903187051,32,2012
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,A,151315,1592409.97,1631135.79,1497954.76,1527845.81,1540156.0575,87552.39926157038,1565719.96625,100607.94059029502,33,2012
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,A,151315,1597868.05,1592409.97,1439123.71,1540421.49,1565134.3800000001,85732.77482455326,1574472.7462499999,99885.55042365997,34,2012
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,A,151315,1494122.38,1597868.05,1631135.79,1769854.16,1578884.0475,59042.718439170385,1568685.3575,103419.12274127181,35,2012
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,A,151315,1582083.4,1494122.38,1592409.97,1527014.04,1566620.95,48773.574891247714,1545214.0125,65652.75839564184,36,2012
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,A,151315,1661767.33,1582083.4,1597868.05,1497954.76,1583960.29,69093.49716391067,1562058.17375,76677.08120071048,37,2012
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,A,151315,1517428.87,1661767.33,1494122.38,1439123.71,1563850.4949999999,75137.92360330603,1564492.4375,74633.14607272786,38,2012
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,A,151315,1506126.06,1517428.87,1582083.4,1631135.79,1566851.415,71580.26027120216,1572867.73125,61084.13082825631,39,2012
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,A,151315,1437059.26,1506126.06,1661767.33,1592409.97,1530595.3800000001,94387.8361130258,1548608.165,72169.89778983696,40,2012
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,A,151315,1670785.97,1437059.26,1517428.87,1597868.05,1532850.04,98580.21760505742,1558405.165,83409.85490792565,41,2012
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,A,151315,1573072.81,1670785.97,1506126.06,1494122.38,1546761.0250000001,99599.48901609963,1555305.76,82185.67593028006,42,2012
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,A,151315,1508068.77,1573072.81,1437059.26,1582083.4,1547246.7025,99339.68881687759,1557049.05875,80839.35728927441,43,2012
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,A,202307,1750197.81,1946070.88,1991013.13,2136989.46,1919441.4,114778.12546011343,1992764.17125,139645.70038791597,13,2010
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,A,202307,2066187.72,1750197.81,1990483.78,2137809.5,1938235.0475,134810.013729625,1983913.9537499999,131186.84834750864,14,2010
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,A,202307,1954689.21,2066187.72,1946070.88,2124451.54,1929286.405,131328.74274214014,1961023.9175,115541.29791731414,15,2010
